Data_description,
Input5,Base Distance For Rake Angle Measurement,
Input7,Wheel Diameter,
Input8,Profile Angle,
Input11,Rake Angle,
Input12,Circular Land,
Input13,Small Core Diameter,
Output0,Wheel Setting Angle,
Output1,Minimum Wheel Width,
Output2,Wheel Displacement,
Output3,Distance Between Axes,
Data begin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD3056,0.059989,17.206983,3.000000,0.666667,0.152397,0.600028,0.931667,0.531034,-0.914242,8.752840,
TD3057,0.059953,17.039374,3.000000,0.666667,0.150912,0.599945,0.932267,0.532309,-0.902593,8.671834,
TD3058,0.060054,16.875000,3.000000,0.666667,0.149457,0.600000,0.932833,0.533424,-0.891304,8.592391,
TD3059,0.060016,16.564417,3.000000,0.666667,0.146706,0.600027,0.933933,0.535609,-0.869965,8.442118,
TD3060,0.060005,16.415543,3.000000,0.666667,0.145387,0.600053,0.934433,0.536743,-0.859767,8.370077,
TD3061,0.060008,16.131965,3.000000,0.666667,0.142876,0.600078,0.935433,0.538641,-0.840369,8.232758,
TD3062,0.060021,15.996909,3.000000,0.666667,0.141680,0.600077,0.935900,0.539670,-0.831273,8.167311,
TD3063,0.060061,15.737456,3.000000,0.666667,0.139382,0.599975,0.936833,0.541434,-0.813609,8.041561,
TD3064,0.059970,15.614785,3.000000,0.666667,0.138295,0.600075,0.937267,0.542243,-0.805381,7.982147,
TD3065,0.060054,15.378900,3.000000,0.666667,0.136206,0.600050,0.938100,0.543957,-0.789500,7.867756,
TD3066,0.060044,15.157432,3.000000,0.666667,0.134245,0.600073,0.938900,0.545521,-0.774591,7.760312,
TD3067,0.059985,15.050897,3.000000,0.666667,0.133301,0.599976,0.939267,0.546171,-0.767571,7.708556,
TD3068,0.060012,14.847579,3.000000,0.666667,0.131500,0.600000,0.940000,0.547639,-0.753975,7.609922,
TD3069,0.059955,14.658326,3.000000,0.666667,0.129824,0.600024,0.940667,0.549038,-0.741414,7.517998,
TD3070,0.060037,14.478900,3.000000,0.666667,0.128235,0.600023,0.941333,0.550245,-0.729541,7.430870,
TD3071,0.060023,14.308756,3.000000,0.666667,0.126728,0.600000,0.941967,0.551382,-0.718318,7.348272,
TD3072,0.060043,14.150621,3.000000,0.666667,0.125328,0.599977,0.942533,0.552581,-0.707873,7.271391,
TD3073,0.059971,14.000676,3.000000,0.666667,0.124000,0.600045,0.943100,0.553602,-0.698005,7.198512,
TD3074,0.060031,13.858514,3.000000,0.666667,0.122740,0.599978,0.943600,0.554452,-0.688686,7.129435,
TD3075,0.059956,13.663366,3.000000,0.666667,0.121012,0.600000,0.944333,0.555886,-0.676018,7.034543,
TD3076,0.059972,13.542689,3.000000,0.666667,0.119943,0.599935,0.944800,0.556755,-0.668084,6.975793,
TD3077,0.059989,13.376414,3.000000,0.666667,0.118471,0.600000,0.945433,0.557889,-0.657297,6.894884,
TD3078,0.059962,13.274904,3.000000,0.666667,0.117572,0.600043,0.945800,0.558572,-0.650705,6.845554,
TD3079,0.059962,13.134518,3.000000,0.666667,0.116328,0.600042,0.946333,0.559539,-0.641603,6.777179,
TD3080,0.060040,12.968571,3.000000,0.666667,0.114859,0.599979,0.946967,0.560718,-0.630991,6.696356,
TD3081,0.059957,12.861137,3.000000,0.666667,0.113907,0.599979,0.947400,0.561458,-0.624003,6.644092,
TD3082,0.059994,12.737155,3.000000,0.666667,0.112809,0.600041,0.947867,0.562301,-0.616039,6.583735,
TD3083,0.060016,12.591241,3.000000,0.666667,0.111517,0.599959,0.948433,0.563362,-0.606752,6.512571,
TD3084,0.059982,12.478650,3.000000,0.666667,0.110519,0.600020,0.948900,0.564152,-0.599518,6.457751,
TD3085,0.060097,35.351304,3.000000,0.666633,0.486080,0.600088,0.684367,0.287229,-2.584622,16.728237,
TD3086,0.060054,30.995738,3.000000,0.666667,0.426191,0.599768,0.761333,0.325455,-2.269275,14.935684,
TD3087,0.059868,27.845458,3.000000,0.666667,0.382875,0.600070,0.803467,0.355726,-1.990950,13.572920,
TD3088,0.059930,25.502072,3.000000,0.666667,0.350653,0.599936,0.829267,0.378706,-1.775582,12.529487,
TD3089,0.059958,23.745919,3.000000,0.666667,0.326506,0.599881,0.846233,0.396260,-1.614129,11.734046,
TD3090,0.059994,22.427810,3.000000,0.666667,0.308382,0.599944,0.857833,0.409868,-1.494533,11.130081,
TD3091,0.060054,21.447721,3.000000,0.666667,0.294906,0.600000,0.865867,0.420107,-1.406702,10.677480,
TD3092,0.059934,20.402958,3.000000,0.666667,0.280541,0.599847,0.874000,0.430757,-1.314461,10.192043,
TD3093,0.060109,19.870840,3.000000,0.666667,0.273224,0.600099,0.878000,0.436413,-1.268008,9.943616,
TD3094,0.060034,19.365771,3.000000,0.666667,0.266279,0.600097,0.881667,0.441782,-1.224401,9.707335,
TD3095,0.059976,18.890201,3.000000,0.666667,0.259740,0.600000,0.885033,0.446753,-1.183707,9.484061,
TD3096,0.059935,18.441678,3.000000,0.666667,0.253573,0.600046,0.888167,0.451360,-1.145689,9.273167,
TD3097,0.059910,18.018018,3.000000,0.666667,0.247748,0.600000,0.891100,0.455856,-1.109910,9.073423,
TD3098,0.059899,17.617265,3.000000,0.666667,0.242237,0.599868,0.893800,0.460031,-1.076635,8.884387,
TD3099,0.059901,17.237664,3.000000,0.666667,0.237018,0.599871,0.896333,0.464124,-1.045033,8.704805,
TD3100,0.059916,16.877637,3.000000,0.666667,0.232068,0.600000,0.898700,0.467932,-1.015612,8.534177,
TD3101,0.059942,16.535759,3.000000,0.666667,0.227367,0.600041,0.900900,0.471683,-0.987598,8.372055,
TD3102,0.059980,16.210740,3.000000,0.666667,0.222898,0.600000,0.903000,0.475177,-0.961297,8.217629,
TD3103,0.060016,15.898251,3.000000,0.666667,0.218601,0.599960,0.904967,0.478339,-0.936208,8.068959,
TD3104,0.060074,15.603667,3.000000,0.666667,0.214550,0.599961,0.906867,0.481568,-0.912619,7.928613,
TD3105,0.059939,15.319801,3.000000,0.666667,0.210647,0.599962,0.908633,0.484680,-0.890272,7.793374,
TD3106,0.060008,15.048909,3.000000,0.666667,0.206922,0.599887,0.910300,0.487397,-0.868886,7.664033,
TD3107,0.060085,14.790165,3.000000,0.666667,0.203365,0.599926,0.911900,0.490294,-0.848586,7.540396,
TD3108,0.060000,14.545455,3.000000,0.666667,0.200000,0.600000,0.913433,0.492909,-0.829636,7.423455,
TD3109,0.059918,14.308710,3.000000,0.666667,0.196745,0.600072,0.914867,0.495439,-0.811304,7.310141,
TD3110,0.060025,14.082028,3.000000,0.666667,0.193628,0.600070,0.916267,0.497976,-0.793698,7.201549,
TD3111,0.059955,13.862416,3.000000,0.666667,0.190608,0.599896,0.917600,0.500087,-0.776988,7.096171,
TD3112,0.060079,13.654207,3.000000,0.666667,0.187745,0.599932,0.918867,0.502475,-0.761222,6.996245,
TD3113,0.060013,13.262599,3.000000,0.666667,0.182361,0.599967,0.921267,0.506631,-0.731432,6.808190,
TD3114,0.059987,13.076169,3.000000,0.666667,0.179797,0.600033,0.922367,0.508663,-0.717555,6.718535,
TD3115,0.059981,12.899065,3.000000,0.666667,0.177362,0.599968,0.923467,0.510642,-0.704289,6.633344,
TD3116,0.059975,12.726694,3.000000,0.666667,0.174992,0.600064,0.924500,0.512409,-0.691378,6.550430,
TD3117,0.059978,12.560842,3.000000,0.666667,0.172712,0.599937,0.925500,0.514052,-0.679228,6.470561,
TD3118,0.059991,12.401178,3.000000,0.666667,0.170516,0.599907,0.926467,0.515734,-0.667338,6.393582,
TD3119,0.060051,12.101044,3.000000,0.666667,0.166389,0.600061,0.928300,0.519135,-0.645288,6.248979,
TD3120,0.059940,11.958146,3.000000,0.666667,0.164425,0.600000,0.929167,0.520628,-0.634978,6.179970,
TD3121,0.059988,11.820331,3.000000,0.666667,0.162530,0.600030,0.930033,0.522163,-0.624852,6.113475,
TD3122,0.059954,11.557353,3.000000,0.666667,0.158914,0.599971,0.931633,0.524848,-0.605894,5.986420,
TD3123,0.060026,11.433471,3.000000,0.666667,0.157210,0.599971,0.932400,0.526226,-0.596970,5.926540,
TD3124,0.059955,11.312217,3.000000,0.666667,0.155543,0.599972,0.933133,0.527432,-0.588235,5.867930,
TD3125,0.059989,11.083403,3.000000,0.666667,0.152397,0.600028,0.934567,0.529925,-0.571904,5.757273,
TD3126,0.059953,10.975442,3.000000,0.666667,0.150912,0.599945,0.935233,0.531074,-0.564138,5.705035,
TD3127,0.060054,10.869565,3.000000,0.666667,0.149457,0.600000,0.935900,0.532201,-0.556658,5.653804,
TD3128,0.060016,10.669512,3.000000,0.666667,0.146706,0.600027,0.937133,0.534409,-0.542545,5.556949,
TD3129,0.060005,10.573619,3.000000,0.666667,0.145387,0.600053,0.937733,0.535422,-0.535818,5.510441,
TD3130,0.060008,10.390960,3.000000,0.666667,0.142876,0.600078,0.938900,0.537343,-0.522925,5.421873,
TD3131,0.060021,10.303967,3.000000,0.666667,0.141680,0.600077,0.939467,0.538253,-0.516873,5.379701,
TD3132,0.060061,10.136847,3.000000,0.666667,0.139382,0.599975,0.940533,0.540041,-0.505195,5.298657,
TD3133,0.059970,10.057833,3.000000,0.666667,0.138295,0.600075,0.941033,0.540860,-0.499749,5.260246,
TD3134,0.060054,9.905894,3.000000,0.666667,0.136206,0.600050,0.942000,0.542472,-0.489227,5.186478,
TD3135,0.060044,9.763241,3.000000,0.666667,0.134245,0.600073,0.942933,0.544057,-0.479375,5.117281,
TD3136,0.059985,9.694619,3.000000,0.666667,0.133301,0.599976,0.943367,0.544716,-0.474673,5.083858,
TD3137,0.060012,9.563658,3.000000,0.666667,0.131500,0.600000,0.944233,0.546085,-0.465631,5.020203,
TD3138,0.059955,9.441756,3.000000,0.666667,0.129824,0.600024,0.945033,0.547386,-0.457335,4.961053,
TD3139,0.060037,9.326183,3.000000,0.666667,0.128235,0.600023,0.945800,0.548613,-0.449405,4.904873,
TD3140,0.060023,9.216590,3.000000,0.666667,0.126728,0.600000,0.946533,0.549770,-0.442051,4.851498,
TD3141,0.060043,9.114732,3.000000,0.666667,0.125328,0.599977,0.947233,0.550872,-0.435115,4.801982,
TD3142,0.059971,9.018149,3.000000,0.666667,0.124000,0.600045,0.947900,0.551911,-0.428588,4.754932,
TD3143,0.060031,8.926579,3.000000,0.666667,0.122740,0.599978,0.948500,0.552778,-0.422450,4.710333,
TD3144,0.059956,8.800880,3.000000,0.666667,0.121012,0.600000,0.949367,0.554125,-0.413971,4.649175,
TD3145,0.059972,8.723149,3.000000,0.666667,0.119943,0.599935,0.949900,0.554901,-0.408789,4.611275,
TD3146,0.059989,8.616047,3.000000,0.666667,0.118471,0.600000,0.950667,0.556058,-0.401616,4.559074,
TD3147,0.059962,8.550663,3.000000,0.666667,0.117572,0.600043,0.951100,0.556755,-0.397178,4.527255,
TD3148,0.059962,8.460237,3.000000,0.666667,0.116328,0.600042,0.951733,0.557741,-0.391180,4.483185,
TD3149,0.060040,8.353347,3.000000,0.666667,0.114859,0.599979,0.952500,0.558734,-0.384045,4.431033,
TD3150,0.059957,8.284146,3.000000,0.666667,0.113907,0.599979,0.953000,0.559491,-0.379517,4.397328,
TD3151,0.059994,8.204287,3.000000,0.666667,0.112809,0.600041,0.953567,0.560353,-0.374218,4.358322,
TD3152,0.060016,8.110300,3.000000,0.666667,0.111517,0.599959,0.954267,0.561334,-0.368005,4.312449,
TD3153,0.059982,8.037778,3.000000,0.666667,0.110519,0.600020,0.954800,0.562042,-0.363207,4.277102,
TD3154,0.060097,26.513478,3.000000,0.666667,0.486080,0.600088,0.679633,0.287671,-1.946089,12.634998,
TD3155,0.060054,23.246804,3.000000,0.666667,0.426191,0.599768,0.756567,0.326230,-1.707478,11.287485,
TD3156,0.059868,20.884093,3.000000,0.666667,0.382875,0.600070,0.799133,0.355726,-1.497389,10.264532,
TD3157,0.059930,19.126554,3.000000,0.666667,0.350653,0.599936,0.825433,0.378706,-1.334396,9.481352,
TD3158,0.059958,17.809439,3.000000,0.666667,0.326506,0.599881,0.842867,0.396557,-1.212229,8.884535,
TD3159,0.059994,16.820858,3.000000,0.666667,0.308382,0.599944,0.854833,0.409868,-1.121391,8.431735,
TD3160,0.060054,16.085791,3.000000,0.666667,0.294906,0.600000,0.863200,0.419839,-1.054692,8.092225,
TD3161,0.059934,15.302219,3.000000,0.666667,0.280541,0.599847,0.871633,0.430757,-0.984698,7.727876,
TD3162,0.060109,14.903130,3.000000,0.666667,0.273224,0.600099,0.875833,0.436165,-0.949329,7.541729,
TD3163,0.060034,14.524328,3.000000,0.666667,0.266279,0.600097,0.879667,0.441540,-0.916001,7.364319,
TD3164,0.059976,14.167651,3.000000,0.666667,0.259740,0.600000,0.883233,0.446517,-0.885006,7.196930,
TD3165,0.059935,13.831259,3.000000,0.666667,0.253573,0.600046,0.886533,0.451130,-0.856155,7.038728,
TD3166,0.059910,13.513514,3.000000,0.666667,0.247748,0.600000,0.889600,0.455405,-0.828829,6.888964,
TD3167,0.059899,13.212949,3.000000,0.666667,0.242237,0.599868,0.892433,0.459811,-0.803347,6.746972,
TD3168,0.059901,12.928248,3.000000,0.666667,0.237018,0.599871,0.895133,0.463693,-0.779358,6.612368,
TD3169,0.059916,12.658228,3.000000,0.666667,0.232068,0.600000,0.897633,0.467511,-0.756751,6.484388,
TD3170,0.059942,12.401819,3.000000,0.666667,0.227367,0.600041,0.900000,0.471269,-0.735428,6.362753,
TD3171,0.059980,12.158055,3.000000,0.666667,0.222898,0.600000,0.902233,0.474569,-0.715299,6.247011,
TD3172,0.060016,11.923688,3.000000,0.666667,0.218601,0.599960,0.904367,0.477941,-0.696145,6.135334,
TD3173,0.060074,11.702750,3.000000,0.666667,0.214550,0.599961,0.906367,0.481178,-0.678174,6.030037,
TD3174,0.059939,11.489851,3.000000,0.666667,0.210647,0.599962,0.908267,0.484106,-0.661049,5.928571,
TD3175,0.060008,11.286682,3.000000,0.666667,0.206922,0.599887,0.910067,0.486832,-0.644658,5.831452,
TD3176,0.060085,11.092623,3.000000,0.666667,0.203365,0.599926,0.911800,0.489554,-0.629137,5.738769,
TD3177,0.060000,10.909091,3.000000,0.666667,0.200000,0.600000,0.913433,0.492364,-0.614545,5.650909,
TD3178,0.059918,10.731533,3.000000,0.666667,0.196745,0.600072,0.915000,0.494724,-0.600429,5.565909,
TD3179,0.060025,10.561521,3.000000,0.666667,0.193628,0.600070,0.916500,0.497272,-0.587045,5.484422,
TD3180,0.059955,10.396812,3.000000,0.666667,0.190608,0.599896,0.917933,0.499394,-0.574251,5.405302,
TD3181,0.060079,10.240655,3.000000,0.666667,0.187745,0.599932,0.919300,0.501621,-0.562041,5.330432,
TD3182,0.060013,9.946950,3.000000,0.666667,0.182361,0.599967,0.921900,0.505802,-0.539456,5.189324,
TD3183,0.059987,9.807127,3.000000,0.666667,0.179797,0.600033,0.923133,0.507846,-0.528604,5.121935,
TD3184,0.059981,9.674299,3.000000,0.666667,0.177362,0.599968,0.924300,0.509674,-0.518542,5.058046,
TD3185,0.059975,9.545021,3.000000,0.666667,0.174992,0.600064,0.925467,0.511454,-0.508591,4.995864,
TD3186,0.059978,9.420631,3.000000,0.666667,0.172712,0.599937,0.926533,0.513267,-0.499293,4.935783,
TD3187,0.059991,9.300884,3.000000,0.666667,0.170516,0.599907,0.927600,0.514804,-0.490157,4.878158,
TD3188,0.060051,9.075783,3.000000,0.666667,0.166389,0.600061,0.929633,0.518076,-0.473302,4.769475,
TD3189,0.059940,8.968610,3.000000,0.666667,0.164425,0.600000,0.930567,0.519581,-0.465321,4.717788,
TD3190,0.059988,8.865248,3.000000,0.666667,0.162530,0.600030,0.931500,0.521129,-0.457595,4.667849,
TD3191,0.059954,8.668015,3.000000,0.666667,0.158914,0.599971,0.933267,0.523837,-0.442936,4.572522,
TD3192,0.060026,8.575104,3.000000,0.666667,0.157210,0.599971,0.934100,0.525082,-0.436044,4.527512,
TD3193,0.059955,8.484163,3.000000,0.666667,0.155543,0.599972,0.934933,0.526301,-0.429440,4.483456,
TD3194,0.059989,8.312552,3.000000,0.666667,0.152397,0.600028,0.936500,0.528678,-0.416874,4.400388,
TD3195,0.059953,8.231582,3.000000,0.666667,0.150912,0.599945,0.937233,0.529977,-0.410893,4.361229,
TD3196,0.060054,8.152174,3.000000,0.666667,0.149457,0.600000,0.937967,0.530978,-0.405163,4.322690,
TD3197,0.060016,8.002134,3.000000,0.666667,0.146706,0.600027,0.939367,0.533075,-0.394238,4.249933,
TD3198,0.060005,7.930214,3.000000,0.666667,0.145387,0.600053,0.940033,0.534100,-0.389109,4.215041,
TD3199,0.060008,7.793220,3.000000,0.666667,0.142876,0.600078,0.941300,0.536044,-0.379270,4.148591,
TD3200,0.060021,7.727975,3.000000,0.666667,0.141680,0.600077,0.941900,0.536965,-0.374549,4.116950,
TD3201,0.060061,7.602636,3.000000,0.666667,0.139382,0.599975,0.943100,0.538647,-0.365560,4.056006,
TD3202,0.059970,7.543374,3.000000,0.666667,0.138295,0.600075,0.943667,0.539477,-0.361328,4.027282,
TD3203,0.060054,7.429421,3.000000,0.666667,0.136206,0.600050,0.944733,0.541109,-0.353269,3.971892,
TD3204,0.060044,7.322431,3.000000,0.666667,0.134245,0.600073,0.945767,0.542592,-0.345741,3.919819,
TD3205,0.059985,7.270965,3.000000,0.666667,0.133301,0.599976,0.946267,0.543262,-0.342099,3.894813,
TD3206,0.060012,7.172744,3.000000,0.666667,0.131500,0.600000,0.947233,0.544531,-0.335206,3.846981,
TD3207,0.059955,7.081317,3.000000,0.666667,0.129824,0.600024,0.948133,0.545852,-0.328691,3.802549,
TD3208,0.060037,6.994637,3.000000,0.666667,0.128235,0.600023,0.948967,0.547097,-0.322686,3.760317,
TD3209,0.060023,6.912442,3.000000,0.666667,0.126728,0.600000,0.949800,0.548157,-0.316935,3.720276,
TD3210,0.060043,6.836049,3.000000,0.666667,0.125328,0.599977,0.950567,0.549277,-0.311610,3.683035,
TD3211,0.059971,6.763612,3.000000,0.666667,0.124000,0.600045,0.951300,0.550220,-0.306617,3.647729,
TD3212,0.060031,6.694934,3.000000,0.666667,0.122740,0.599978,0.951967,0.551105,-0.301830,3.614260,
TD3213,0.059956,6.600660,3.000000,0.666667,0.121012,0.600000,0.952933,0.552365,-0.295380,3.568207,
TD3214,0.059972,6.542362,3.000000,0.666667,0.119943,0.599935,0.953533,0.553157,-0.291353,3.539745,
TD3215,0.059989,6.462036,3.000000,0.666667,0.118471,0.600000,0.954367,0.554227,-0.285837,3.500592,
TD3216,0.059962,6.412997,3.000000,0.666667,0.117572,0.600043,0.954900,0.554938,-0.282493,3.476699,
TD3217,0.059962,6.345178,3.000000,0.666667,0.116328,0.600042,0.955600,0.555943,-0.277813,3.443528,
TD3218,0.060040,6.265010,3.000000,0.666667,0.114859,0.599979,0.956467,0.556959,-0.272319,3.404406,
TD3219,0.059957,6.213110,3.000000,0.666667,0.113907,0.599979,0.957000,0.557627,-0.268821,3.379103,
TD3220,0.059994,6.153215,3.000000,0.666667,0.112809,0.600041,0.957633,0.558507,-0.264793,3.349810,
TD3221,0.060016,6.082725,3.000000,0.666667,0.111517,0.599959,0.958400,0.559408,-0.259935,3.315288,
TD3222,0.059982,6.028333,3.000000,0.666667,0.110519,0.600020,0.959000,0.560133,-0.256305,3.288757,
TD3223,0.059958,17.809439,3.000000,0.200000,0.326506,0.599881,0.994267,0.354111,-2.033244,8.555951,
TD3224,0.059994,16.820858,3.000000,0.200000,0.308382,0.599944,1.015867,0.370059,-1.899355,8.144659,
TD3225,0.060054,16.085791,3.000000,0.200000,0.294906,0.600000,1.030633,0.381769,-1.798928,7.832976,
TD3226,0.059947,15.915119,3.000000,0.200000,0.291777,0.600000,1.033867,0.384350,-1.775597,7.759947,
TD3227,0.059934,15.302219,3.000000,0.200000,0.280541,0.599847,1.045267,0.394287,-1.691660,7.495792,
TD3228,0.060109,14.903130,3.000000,0.200000,0.273224,0.600099,1.052433,0.400894,-1.637109,7.322404,
TD3229,0.060034,14.524328,3.000000,0.200000,0.266279,0.600097,1.058967,0.406923,-1.585573,7.156379,
TD3230,0.059976,14.167651,3.000000,0.200000,0.259740,0.600000,1.064967,0.412751,-1.537426,6.999292,
TD3231,0.059935,13.831259,3.000000,0.200000,0.253573,0.600046,1.070467,0.418165,-1.491932,6.850392,
TD3232,0.059910,13.513514,3.000000,0.200000,0.247748,0.600000,1.075567,0.423198,-1.449324,6.709234,
TD3233,0.059899,13.212949,3.000000,0.200000,0.242237,0.599868,1.080300,0.428100,-1.409381,6.574983,
TD3234,0.059901,12.928248,3.000000,0.200000,0.237018,0.599871,1.084700,0.432665,-1.371687,6.447317,
TD3235,0.059916,12.658228,3.000000,0.200000,0.232068,0.600000,1.088800,0.437131,-1.336076,6.325738,
TD3236,0.059942,12.401819,3.000000,0.200000,0.227367,0.600041,1.092633,0.441298,-1.302398,6.210211,
TD3237,0.059980,12.158055,3.000000,0.200000,0.222898,0.600000,1.096267,0.445390,-1.270719,6.099696,
TD3238,0.060016,11.923688,3.000000,0.200000,0.218601,0.599960,1.099667,0.449126,-1.240262,5.993243,
TD3239,0.060074,11.702750,3.000000,0.200000,0.214550,0.599961,1.102900,0.452701,-1.211820,5.892725,
TD3240,0.059939,11.489851,3.000000,0.200000,0.210647,0.599962,1.105933,0.456147,-1.184604,5.795481,
TD3241,0.060008,11.286682,3.000000,0.200000,0.206922,0.599887,1.108800,0.459368,-1.158766,5.702596,
TD3242,0.060085,11.092623,3.000000,0.200000,0.203365,0.599926,1.111567,0.462562,-1.134406,5.613607,
TD3243,0.060000,10.909091,3.000000,0.200000,0.200000,0.600000,1.114167,0.465455,-1.111273,5.529455,
TD3244,0.059918,10.731533,3.000000,0.200000,0.196745,0.600072,1.116633,0.468431,-1.088893,5.447684,
TD3245,0.060025,10.561521,3.000000,0.200000,0.193628,0.600070,1.119000,0.471220,-1.067770,5.369301,
TD3246,0.059955,10.396812,3.000000,0.200000,0.190608,0.599896,1.121267,0.473748,-1.047479,5.293190,
TD3247,0.060079,10.240655,3.000000,0.200000,0.187745,0.599932,1.123467,0.476190,-1.028162,5.221027,
TD3248,0.060013,9.946950,3.000000,0.200000,0.182361,0.599967,1.127533,0.480935,-0.992208,5.085046,
TD3249,0.059987,9.807127,3.000000,0.200000,0.179797,0.600033,1.129433,0.483164,-0.975319,5.019941,
TD3250,0.059981,9.674299,3.000000,0.200000,0.177362,0.599968,1.131300,0.485327,-0.959207,4.958239,
TD3251,0.059975,9.545021,3.000000,0.200000,0.174992,0.600064,1.133067,0.487432,-0.943684,4.898186,
TD3252,0.059978,9.420631,3.000000,0.200000,0.172712,0.599937,1.134767,0.489245,-0.928717,4.840163,
TD3253,0.059991,9.300884,3.000000,0.200000,0.170516,0.599907,1.136433,0.491242,-0.914432,4.784220,
TD3254,0.060051,9.075783,3.000000,0.200000,0.166389,0.600061,1.139567,0.494781,-0.887612,4.679171,
TD3255,0.059940,8.968610,3.000000,0.200000,0.164425,0.600000,1.141067,0.496562,-0.875037,4.629148,
TD3256,0.059988,8.865248,3.000000,0.200000,0.162530,0.600030,1.142500,0.498079,-0.862884,4.580674,
TD3257,0.059954,8.668015,3.000000,0.200000,0.158914,0.599971,1.145233,0.501156,-0.839786,4.488298,
TD3258,0.060026,8.575104,3.000000,0.200000,0.157210,0.599971,1.146533,0.502644,-0.828927,4.444619,
TD3259,0.059955,8.484163,3.000000,0.200000,0.155543,0.599972,1.147800,0.504101,-0.818439,4.401867,
TD3260,0.059989,8.312552,3.000000,0.200000,0.152397,0.600028,1.150233,0.506650,-0.798559,4.321280,
