CLUSTER,1
INPUT,6
HIDDEN1,5
OUTPUT,4
LearningRate,0.25
Convergence,0.01
MaxTraining,10000000
DataDescriptionBegin
Input5,Base Distance For Rake Angle Measurement
Input7,Wheel Diameter
Input8,Profile Angle
Input11,Rake Angle
Input12,Circular Land
Input13,Small Core Diameter
Output0,Wheel Setting Angle
Output1,Minimum Wheel Width
Output2,Wheel Displacement
Output3,Distance Between Axes
DataDescriptionEnd
TrainingSetBegin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD2546,0.059981,37.4883,3,0.208333,0.353796,0.625351,0.978867,0.340675,-3.90089,17.8126,
TD2547,0.060106,36.7057,3,0.208333,0.34641,0.625373,0.987133,0.347098,-3.7972,17.4877,
TD2548,0.060093,35.611,3,0.208333,0.336078,0.62564,0.9981,0.356332,-3.65101,17.0278,
TD2549,0.060017,34.9192,3,0.208333,0.32955,0.625491,1.0046,0.362069,-3.55871,16.734,
TD2550,0.05997,34.2686,3,0.208333,0.32341,0.625616,1.01053,0.367531,-3.47162,16.4558,
TD2551,0.059937,33.6488,3,0.208333,0.31756,0.625447,1.01597,0.37266,-3.38885,16.1891,
TD2552,0.060016,32.7735,3,0.208333,0.309299,0.625563,1.02337,0.380172,-3.27243,15.8095,
TD2553,0.060008,32.2191,3,0.208333,0.304068,0.625453,1.02783,0.384615,-3.19915,15.5675,
TD2554,0.060277,96.4436,3,0.674967,0.6088,0.650392,0.520167,0.210368,-5.80651,44.1579,
TD2555,0.059815,87.0038,3,0.674967,0.549212,0.650353,0.649233,0.242523,-5.86188,40.7297,
TD2556,0.060079,79.4439,3,0.675,0.50149,0.650447,0.7219,0.272095,-5.42502,37.7507,
TD2557,0.059954,73.2265,3,0.675,0.462243,0.650343,0.766533,0.297941,-4.91808,35.1542,
TD2558,0.060026,68.1141,3,0.675,0.42997,0.65049,0.796067,0.320562,-4.45892,32.9395,
TD2559,0.059809,63.7959,3,0.675,0.402711,0.650718,0.816733,0.339713,-4.06419,31.0199,
TD2560,0.060128,60.1278,3,0.675,0.379557,0.650507,0.831867,0.356633,-3.73206,29.3604,
TD2561,0.05985,57.0004,3,0.675,0.359815,0.650517,0.843333,0.371215,-3.45422,27.9273,
TD2562,0.060081,54.3109,3,0.675,0.342838,0.650373,0.852267,0.38391,-3.22098,26.683,
TD2563,0.060123,51.9987,3,0.675,0.328242,0.650634,0.859367,0.394865,-3.0247,25.6058,
TD2564,0.059981,49.9844,3,0.675,0.315526,0.650422,0.865133,0.404561,-2.85786,24.6617,
TD2565,0.059994,48.2364,3,0.675,0.304492,0.650588,0.869867,0.413024,-2.71601,23.8387,
TD2566,0.059854,46.7153,3,0.675,0.294891,0.650511,0.873767,0.420146,-2.59504,23.12,
TD2567,0.059875,45.403,3,0.675,0.286606,0.650397,0.877,0.426504,-2.49205,22.498,
TD2568,0.060044,44.2723,3,0.675,0.279469,0.650526,0.879733,0.432208,-2.40482,21.961,
TD2569,0.060081,43.3018,3,0.675,0.273342,0.650609,0.882,0.436806,-2.33099,21.4991,
TD2570,0.059995,42.4741,3,0.675,0.268118,0.65065,0.883867,0.440934,-2.26865,21.1043,
TD2571,0.060123,41.11,3,0.675,0.259507,0.650565,0.886867,0.447585,-2.16752,20.4527,
TD2572,0.059945,40.1304,3,0.675,0.253323,0.650614,0.889,0.452471,-2.09581,19.9842,
TD2573,0.06002,39.1965,3,0.675,0.247428,0.650416,0.890933,0.456884,-2.02866,19.5363,
TD2574,0.06012,38.3234,3,0.675,0.241916,0.650539,0.892767,0.461317,-1.96623,19.1174,
TD2575,0.059981,37.4883,3,0.675,0.236645,0.650422,0.894433,0.465323,-1.90745,18.7158,
TD2576,0.060106,36.7057,3,0.675,0.231705,0.650379,0.896,0.469144,-1.85295,18.3393,
TD2577,0.060093,35.611,3,0.675,0.224794,0.650568,0.898133,0.474738,-1.77743,17.8122,
TD2578,0.060017,34.9192,3,0.675,0.220428,0.650589,0.899467,0.478175,-1.73047,17.4784,
TD2579,0.05997,34.2686,3,0.675,0.21632,0.65046,0.9007,0.481474,-1.68644,17.1643,
TD2580,0.059937,33.6488,3,0.675,0.212408,0.650473,0.901867,0.484543,-1.64501,16.8648,
TD2581,0.060016,32.7735,3,0.675,0.206882,0.650553,0.9035,0.488939,-1.58726,16.4416,
TD2582,0.060008,32.2191,3,0.675,0.203383,0.650423,0.9045,0.491542,-1.55095,16.1732,
TD2583,0.060026,59.5998,6.42857,1.44643,0.642827,0.625372,0.400714,0.206897,-0.785441,29.4947,
TD2584,0.059809,55.8214,6.42857,1.44643,0.602073,0.625598,0.512071,0.229665,-0.816188,27.7356,
TD2585,0.060128,52.6118,6.42857,1.44643,0.567456,0.625329,0.589643,0.250658,-0.79782,26.2274,
TD2586,0.05985,49.8753,6.42857,1.44643,0.537941,0.625579,0.645643,0.269683,-0.760599,24.9305,
TD2587,0.060081,47.5221,6.42857,1.44643,0.512559,0.625594,0.687357,0.287169,-0.717583,23.8069,
TD2588,0.060123,45.4989,6.42857,1.44643,0.490738,0.625609,0.719214,0.302567,-0.675333,22.8356,
TD2589,0.059981,43.7363,6.42857,1.44643,0.471728,0.62543,0.744214,0.316464,-0.636051,21.9853,
TD2590,0.059994,42.2068,6.42857,1.44643,0.455231,0.625565,0.764143,0.32861,-0.600543,21.2445,
TD2591,0.059854,40.8759,6.42857,1.44643,0.440876,0.625401,0.780286,0.33927,-0.569343,20.598,
TD2592,0.059875,39.7276,6.42857,1.44643,0.42849,0.625426,0.7935,0.349035,-0.542281,20.0392,
TD2593,0.060044,38.7382,6.42857,1.44643,0.41782,0.625623,0.804357,0.357222,-0.518539,19.5564,
TD2594,0.060081,37.889,6.42857,1.44643,0.40866,0.62544,0.813286,0.364547,-0.498512,19.1418,
TD2595,0.059995,37.1649,6.42857,1.44643,0.400849,0.625431,0.820643,0.370587,-0.481285,18.7876,
TD2596,0.060123,35.9712,6.42857,1.44643,0.387975,0.625385,0.832286,0.380781,-0.453237,18.2027,
TD2597,0.059945,35.1141,6.42857,1.44643,0.378731,0.625533,0.840357,0.388262,-0.433158,17.7825,
TD2598,0.06002,34.2969,6.42857,1.44643,0.369917,0.625429,0.847857,0.395394,-0.414258,17.3812,
TD2599,0.06012,33.5329,6.42857,1.44643,0.361677,0.625629,0.854643,0.402156,-0.396647,17.0055,
TD2600,0.059981,32.8022,6.42857,1.44643,0.353796,0.625351,0.861,0.408388,-0.380037,16.646,
TD2601,0.060106,32.1175,6.42857,1.44643,0.34641,0.625373,0.866857,0.414545,-0.364533,16.3088,
TD2602,0.060123,45.4989,5.625,1.26563,0.490738,0.525512,0.619812,0.308417,-0.987,22.4735,
TD2603,0.059981,43.7363,5.625,1.26563,0.471728,0.525461,0.656312,0.3199,-0.964074,21.6504,
TD2604,0.059994,42.2068,5.625,1.26563,0.455231,0.525475,0.685688,0.330419,-0.937896,20.9328,
TD2605,0.059854,40.8759,5.625,1.26563,0.440876,0.525547,0.709562,0.339854,-0.910949,20.3057,
TD2606,0.059875,39.7276,5.625,1.26563,0.42849,0.525539,0.729125,0.348184,-0.885358,19.7628,
TD2607,0.060044,38.7382,5.625,1.26563,0.41782,0.525457,0.74525,0.355562,-0.861649,19.2936,
TD2608,0.060081,37.889,5.625,1.26563,0.40866,0.525575,0.7585,0.36184,-0.840325,18.8899,
TD2609,0.059995,37.1649,5.625,1.26563,0.400849,0.525617,0.769375,0.367401,-0.821609,18.5447,
TD2610,0.060123,35.9712,5.625,1.26563,0.387975,0.525437,0.786625,0.37667,-0.789568,17.9743,
TD2611,0.059945,35.1141,5.625,1.26563,0.378731,0.525458,0.798562,0.383496,-0.765989,17.5641,
TD2612,0.06002,34.2969,5.625,1.26563,0.369917,0.525478,0.809438,0.390005,-0.743018,17.1717,
TD2613,0.06012,33.5329,5.625,1.26563,0.361677,0.525509,0.819438,0.396168,-0.721198,16.8046,
TD2614,0.059981,32.8022,5.625,1.26563,0.353796,0.525539,0.828562,0.402062,-0.700328,16.4524,
TD2615,0.060106,32.1175,5.625,1.26563,0.34641,0.525579,0.837,0.407892,-0.680431,16.1223,
TD2616,0.060128,52.6118,5.625,1.26563,0.567456,0.575348,0.523687,0.257798,-1.02292,25.926,
TD2617,0.05985,49.8753,5.625,1.26563,0.537941,0.575347,0.59,0.27467,-1.01568,24.6633,
TD2618,0.060081,47.5221,5.625,1.26563,0.512559,0.575356,0.640062,0.289885,-0.987441,23.5682,
TD2619,0.060123,45.4989,5.625,1.26563,0.490738,0.575561,0.678562,0.304192,-0.950926,22.6204,
TD2620,0.059981,43.7363,5.625,1.26563,0.471728,0.575445,0.708812,0.316776,-0.912215,21.7891,
TD2621,0.059994,42.2068,5.625,1.26563,0.455231,0.57552,0.732938,0.328309,-0.874585,21.0639,
TD2622,0.059854,40.8759,5.625,1.26563,0.440876,0.575474,0.752437,0.338394,-0.839708,20.4301,
TD2623,0.059875,39.7276,5.625,1.26563,0.42849,0.575482,0.768312,0.347616,-0.808173,19.8817,
TD2624,0.060044,38.7382,5.625,1.26563,0.41782,0.57554,0.781312,0.355285,-0.780576,19.4076,
TD2625,0.060081,37.889,5.625,1.26563,0.40866,0.575643,0.792063,0.362382,-0.756157,18.9997,
TD2626,0.059995,37.1649,5.625,1.26563,0.400849,0.575524,0.800813,0.368198,-0.735333,18.6512,
TD2627,0.060123,35.9712,5.625,1.26563,0.387975,0.57554,0.814688,0.377955,-0.700668,18.0755,
TD2628,0.059945,35.1141,5.625,1.26563,0.378731,0.575621,0.824313,0.385252,-0.675445,17.6611,
TD2629,0.06002,34.2969,5.625,1.26563,0.369917,0.575453,0.833063,0.391965,-0.651641,17.2653,
TD2630,0.06012,33.5329,5.625,1.26563,0.361677,0.575569,0.841063,0.398323,-0.629222,16.8949,
TD2631,0.059981,32.8022,5.625,1.26563,0.353796,0.575445,0.848437,0.404639,-0.607779,16.5398,
TD2632,0.060106,32.1175,5.625,1.26563,0.34641,0.575361,0.855187,0.410415,-0.587749,16.2069,
TD2633,0.059809,55.8214,5.625,0.390625,0.402711,0.600478,0.991437,0.312998,-1.81659,27.5554,
TD2634,0.060128,52.6118,5.625,0.390625,0.379557,0.600526,1.03269,0.335964,-1.6723,26.0661,
TD2635,0.05985,49.8753,5.625,0.390625,0.359815,0.600285,1.06331,0.355896,-1.54507,24.7816,
TD2636,0.060081,47.5221,5.625,0.390625,0.342838,0.600475,1.08675,0.373388,-1.43551,23.6677,
TD2637,0.060123,45.4989,5.625,0.390625,0.328242,0.600585,1.10525,0.388365,-1.34222,22.7039,
TD2638,0.059981,43.7363,5.625,0.390625,0.315526,0.600437,1.12019,0.401437,-1.26242,21.8604,
TD2639,0.059994,42.2068,5.625,0.390625,0.304492,0.600543,1.13244,0.412722,-1.19415,21.1251,
TD2640,0.059854,40.8759,5.625,0.390625,0.294891,0.600584,1.14263,0.422774,-1.13606,20.4835,
TD2641,0.059875,39.7276,5.625,0.390625,0.286606,0.600454,1.15106,0.431328,-1.08655,19.9288,
TD2642,0.060044,38.7382,5.625,0.390625,0.279469,0.600443,1.15819,0.438849,-1.04455,19.4499,
TD2643,0.060081,37.889,5.625,0.390625,0.273342,0.600541,1.16419,0.445196,-1.00893,19.0382,
TD2644,0.059995,37.1649,5.625,0.390625,0.268118,0.600478,1.16912,0.450491,-0.979028,18.6865,
TD2645,0.060123,35.9712,5.625,0.390625,0.259507,0.600462,1.17719,0.459404,-0.93037,18.1059,
TD2646,0.059945,35.1141,5.625,0.390625,0.253323,0.600451,1.18294,0.466015,-0.895912,17.6885,
TD2647,0.06002,34.2969,5.625,0.390625,0.247428,0.600441,1.18825,0.471828,-0.863792,17.2901,
TD2648,0.06012,33.5329,5.625,0.390625,0.241916,0.600479,1.19325,0.477605,-0.834012,16.9171,
TD2649,0.059981,32.8022,5.625,0.390625,0.236645,0.600515,1.19788,0.482896,-0.805998,16.5602,
TD2650,0.060106,32.1175,5.625,0.390625,0.231705,0.600367,1.20231,0.487956,-0.779995,16.2253,
TD2651,0.059815,87.0038,4.73684,1.06579,0.549212,0.575313,0.575421,0.264274,-2.3975,42.2083,
TD2652,0.060079,79.4439,4.73684,1.06579,0.50149,0.575472,0.673053,0.292453,-2.31579,38.8257,
TD2653,0.059954,73.2265,4.73684,1.06579,0.462243,0.575286,0.735316,0.318535,-2.14508,35.9812,
TD2654,0.060026,68.1141,4.73684,1.06579,0.42997,0.575564,0.777526,0.342273,-1.96722,33.6054,
TD2655,0.059809,63.7959,4.73684,1.06579,0.402711,0.575359,0.807579,0.36244,-1.80383,31.5738,
TD2656,0.060128,60.1278,4.73684,1.06579,0.379557,0.575348,0.829895,0.380308,-1.66141,29.8331,
TD2657,0.05985,57.0004,4.73684,1.06579,0.359815,0.575347,0.847053,0.395796,-1.53937,28.3395,
TD2658,0.060081,54.3109,4.73684,1.06579,0.342838,0.575356,0.860579,0.409708,-1.43517,27.0489,
TD2659,0.060123,51.9987,4.73684,1.06579,0.328242,0.575561,0.871474,0.421514,-1.34644,25.9353,
TD2660,0.059981,49.9844,4.73684,1.06579,0.315526,0.575445,0.880368,0.432052,-1.27054,24.9622,
TD2661,0.059994,48.2364,4.73684,1.06579,0.304492,0.57552,0.887737,0.441061,-1.20561,24.1155,
TD2662,0.059854,46.7153,4.73684,1.06579,0.294891,0.575474,0.893895,0.448759,-1.14978,23.3772,
TD2663,0.059875,45.403,4.73684,1.06579,0.286606,0.575482,0.899105,0.455732,-1.10244,22.7395,
TD2664,0.060044,44.2723,4.73684,1.06579,0.279469,0.57554,0.903474,0.461815,-1.06198,22.1893,
TD2665,0.060081,43.3018,4.73684,1.06579,0.273342,0.575643,0.907105,0.467118,-1.02761,21.7164,
TD2666,0.059995,42.4741,4.73684,1.06579,0.268118,0.575524,0.910211,0.471463,-0.998673,21.3127,
TD2667,0.060123,41.11,4.73684,1.06579,0.259507,0.57554,0.915158,0.478674,-0.951439,20.6467,
TD2668,0.059945,40.1304,4.73684,1.06579,0.253323,0.575621,0.918684,0.484073,-0.917733,20.1683,
TD2669,0.06002,39.1965,4.73684,1.06579,0.247428,0.575453,0.921947,0.488976,-0.88633,19.7114,
TD2670,0.06012,38.3234,4.73684,1.06579,0.241916,0.575569,0.925,0.493653,-0.857006,19.2841,
TD2671,0.059981,37.4883,4.73684,1.06579,0.236645,0.575445,0.927895,0.498126,-0.829428,18.8749,
TD2672,0.060106,36.7057,4.73684,1.06579,0.231705,0.575361,0.930579,0.502179,-0.803625,18.4914,
TD2673,0.060093,35.611,4.73684,1.06579,0.224794,0.575562,0.934316,0.508346,-0.767861,17.9546,
TD2674,0.060017,34.9192,4.73684,1.06579,0.220428,0.575513,0.936684,0.512003,-0.745744,17.615,
TD2675,0.05997,34.2686,4.73684,1.06579,0.21632,0.575498,0.938895,0.515528,-0.724995,17.2956,
TD2676,0.059937,33.6488,4.73684,1.06579,0.212408,0.575605,0.940947,0.518822,-0.705363,16.991,
TD2677,0.060016,32.7735,4.73684,1.06579,0.206882,0.575584,0.943895,0.523556,-0.678001,16.5608,
TD2678,0.060008,32.2191,4.73684,1.06579,0.203383,0.575513,0.945789,0.526581,-0.660693,16.2882,
TD2679,0.060026,68.1141,4.73684,1.06579,0.642827,0.625372,0.402632,0.206045,-1.50192,32.9642,
TD2680,0.059809,63.7959,4.73684,1.06579,0.602073,0.625598,0.521211,0.226475,-1.63517,31.0897,
TD2681,0.060128,60.1278,4.73684,1.06579,0.567456,0.625329,0.602105,0.246148,-1.63397,29.4701,
TD2682,0.05985,57.0004,4.73684,1.06579,0.537941,0.625579,0.659105,0.264339,-1.57749,28.0648,
TD2683,0.060081,54.3109,4.73684,1.06579,0.512559,0.625594,0.700526,0.281399,-1.50136,26.8381,
TD2684,0.060123,51.9987,4.73684,1.06579,0.490738,0.625609,0.731526,0.296393,-1.42281,25.7709,
TD2685,0.059981,49.9844,4.73684,1.06579,0.471728,0.62543,0.755368,0.310216,-1.34802,24.8319,
TD2686,0.059994,48.2364,4.73684,1.06579,0.455231,0.625565,0.774053,0.322279,-1.28037,24.0109,
TD2687,0.059854,46.7153,4.73684,1.06579,0.440876,0.625401,0.788895,0.332847,-1.22015,23.2923,
TD2688,0.059875,45.403,4.73684,1.06579,0.42849,0.625426,0.800842,0.342225,-1.16771,22.6694,
TD2689,0.060044,44.2723,4.73684,1.06579,0.41782,0.625623,0.810579,0.350581,-1.1223,22.1309,
TD2690,0.060081,43.3018,4.73684,1.06579,0.40866,0.62544,0.818526,0.357781,-1.08336,21.6674,
TD2691,0.059995,42.4741,4.73684,1.06579,0.400849,0.625431,0.824947,0.363685,-1.05044,21.2708,
TD2692,0.060123,41.11,4.73684,1.06579,0.387975,0.625385,0.835053,0.373844,-0.996403,20.6156,
TD2693,0.059945,40.1304,4.73684,1.06579,0.378731,0.625533,0.842053,0.381239,-0.957863,20.144,
TD2694,0.06002,39.1965,4.73684,1.06579,0.369917,0.625429,0.848316,0.38829,-0.921607,19.693,
TD2695,0.06012,38.3234,4.73684,1.06579,0.361677,0.625629,0.854053,0.39497,-0.888144,19.2709,
TD2696,0.059981,37.4883,4.73684,1.06579,0.353796,0.625351,0.859316,0.401359,-0.856373,18.8662,
TD2697,0.060106,36.7057,4.73684,1.06579,0.34641,0.625373,0.864105,0.407433,-0.826795,18.4866,
TD2698,0.060093,35.611,4.73684,1.06579,0.336078,0.62564,0.870632,0.41598,-0.786112,17.9548,
TD2699,0.060017,34.9192,4.73684,1.06579,0.32955,0.625491,0.874579,0.421213,-0.760803,17.6181,
TD2700,0.05997,34.2686,4.73684,1.06579,0.32341,0.625616,0.878263,0.42643,-0.736989,17.3011,
TD2701,0.059937,33.6488,4.73684,1.06579,0.31756,0.625447,0.881684,0.431125,-0.714826,16.9989,
TD2702,0.060016,32.7735,4.73684,1.06579,0.309299,0.625563,0.886421,0.43814,-0.683736,16.5715,
TD2703,0.060008,32.2191,4.73684,1.06579,0.304068,0.625453,0.889316,0.442408,-0.664317,16.3004,
TD2704,0.059809,55.8214,4.28571,0.964286,0.402711,0.500399,0.748714,0.358054,-2.24083,27.1144,
TD2705,0.060128,52.6118,4.28571,0.964286,0.379557,0.500564,0.781524,0.374295,-2.11387,25.6546,
TD2706,0.05985,49.8753,4.28571,0.964286,0.359815,0.500534,0.806857,0.388671,-1.99466,24.3979,
TD2707,0.060081,47.5221,4.28571,0.964286,0.342838,0.500339,0.826762,0.401561,-1.88697,23.3082,
TD2708,0.060123,45.4989,4.28571,0.964286,0.328242,0.500487,0.84281,0.413065,-1.79168,22.3656,
TD2709,0.059981,43.7363,4.28571,0.964286,0.315526,0.500469,0.855857,0.422993,-1.70759,21.5401,
TD2710,0.059994,42.2068,4.28571,0.964286,0.304492,0.500452,0.866619,0.431414,-1.63401,20.8209,
TD2711,0.059854,40.8759,4.28571,0.964286,0.294891,0.500438,0.875619,0.439124,-1.56963,20.1927,
TD2712,0.059875,39.7276,4.28571,0.964286,0.286606,0.500568,0.883095,0.4458,-1.51419,19.649,
TD2713,0.060044,38.7382,4.28571,0.964286,0.279469,0.500553,0.889381,0.451577,-1.46624,19.1799,
TD2714,0.060081,37.889,4.28571,0.964286,0.273342,0.500406,0.894619,0.456563,-1.42544,18.7762,
TD2715,0.059995,37.1649,4.28571,0.964286,0.268118,0.500398,0.899048,0.460844,-1.3905,18.4314,
TD2716,0.060123,35.9712,4.28571,0.964286,0.259507,0.500514,0.906048,0.467626,-1.3335,17.862,
TD2717,0.059945,35.1141,4.28571,0.964286,0.253323,0.500627,0.911048,0.472787,-1.29245,17.4525,
TD2718,0.06002,34.2969,4.28571,0.964286,0.247428,0.50049,0.915667,0.477707,-1.2538,17.0612,
TD2719,0.06012,33.5329,4.28571,0.964286,0.241916,0.500599,0.919952,0.482156,-1.21772,16.6951,
TD2720,0.059981,32.8022,4.28571,0.964286,0.236645,0.500469,0.923905,0.48641,-1.18346,16.3442,
TD2721,0.060106,32.1175,4.28571,0.964286,0.231705,0.500574,0.927619,0.490479,-1.15141,16.0151,
TD2722,0.05985,57.0004,4.28571,0.964286,0.537941,0.55041,0.552476,0.273245,-1.93659,27.4193,
TD2723,0.060081,54.3109,4.28571,0.964286,0.512559,0.550577,0.608714,0.287169,-1.93585,26.2536,
TD2724,0.060123,51.9987,4.28571,0.964286,0.490738,0.550536,0.65181,0.300292,-1.90185,25.2392,
TD2725,0.059981,49.9844,4.28571,0.964286,0.471728,0.550453,0.685429,0.31209,-1.85192,24.3449,
TD2726,0.059994,48.2364,4.28571,0.964286,0.455231,0.550497,0.712048,0.322882,-1.79711,23.5614,
TD2727,0.059854,46.7153,4.28571,0.964286,0.440876,0.550365,0.733381,0.332555,-1.74219,22.8733,
TD2728,0.059875,45.403,4.28571,0.964286,0.42849,0.550511,0.750667,0.34109,-1.69041,22.2761,
TD2729,0.060044,44.2723,4.28571,0.964286,0.41782,0.55036,0.764714,0.348644,-1.64333,21.7587,
TD2730,0.060081,43.3018,4.28571,0.964286,0.40866,0.550474,0.77619,0.355074,-1.60162,21.3123,
TD2731,0.059995,42.4741,4.28571,0.964286,0.400849,0.550571,0.785524,0.360765,-1.56491,20.9302,
TD2732,0.060123,41.11,4.28571,0.964286,0.387975,0.55036,0.800143,0.370247,-1.50283,20.2975,
TD2733,0.059945,40.1304,4.28571,0.964286,0.378731,0.550539,0.81019,0.377226,-1.45749,19.8412,
TD2734,0.06002,39.1965,4.28571,0.964286,0.369917,0.550465,0.819286,0.38388,-1.41377,19.4045,
TD2735,0.06012,38.3234,4.28571,0.964286,0.361677,0.550419,0.827524,0.39018,-1.37245,18.995,
TD2736,0.059981,37.4883,4.28571,0.964286,0.353796,0.550375,0.835048,0.396204,-1.33294,18.6022,
TD2737,0.060106,36.7057,4.28571,0.964286,0.34641,0.550356,0.841905,0.401927,-1.29548,18.2329,
TD2738,0.060093,35.611,4.28571,0.964286,0.336078,0.550634,0.85119,0.409971,-1.24327,17.7153,
TD2739,0.060017,34.9192,4.28571,0.964286,0.32955,0.550415,0.85681,0.415103,-1.21039,17.3869,
TD2740,0.05997,34.2686,4.28571,0.964286,0.32341,0.550439,0.861952,0.420004,-1.17927,17.078,
TD2741,0.059937,33.6488,4.28571,0.964286,0.31756,0.550578,0.86681,0.424606,-1.14995,16.783,
TD2742,0.060016,32.7735,4.28571,0.964286,0.309299,0.550594,0.873381,0.431176,-1.10856,16.3654,
TD2743,0.060008,32.2191,4.28571,0.964286,0.304068,0.550544,0.877476,0.43536,-1.08236,16.1003,
TD2744,0.059954,73.2265,4.28571,0.297619,0.462243,0.600458,0.812476,0.242563,-3.98719,34.7112,
TD2745,0.060026,68.1141,4.28571,0.297619,0.42997,0.600681,0.902143,0.277139,-3.79438,32.6424,
TD2746,0.059809,63.7959,4.28571,0.297619,0.402711,0.600478,0.960476,0.305024,-3.53389,30.8142,
TD2747,0.060128,60.1278,4.28571,0.297619,0.379557,0.600526,1.001,0.328072,-3.27734,29.2127,
TD2748,0.05985,57.0004,4.28571,0.297619,0.359815,0.600285,1.03052,0.348058,-3.04667,27.8183,
TD2749,0.060081,54.3109,4.28571,0.297619,0.342838,0.600475,1.05281,0.365241,-2.84555,26.6005,
TD2750,0.060123,51.9987,4.28571,0.297619,0.328242,0.600585,1.07014,0.38024,-2.67273,25.5414,
TD2751,0.059981,49.9844,4.28571,0.297619,0.315526,0.600437,1.0839,0.393315,-2.52421,24.6104,
TD2752,0.059994,48.2364,4.28571,0.297619,0.304492,0.600543,1.09505,0.404582,-2.39674,23.7968,
TD2753,0.059854,46.7153,4.28571,0.297619,0.294891,0.600584,1.10419,0.414307,-2.28788,23.085,
TD2754,0.059875,45.403,4.28571,0.297619,0.286606,0.600454,1.11171,0.422815,-2.19495,22.4682,
TD2755,0.060044,44.2723,4.28571,0.297619,0.279469,0.600443,1.11795,0.430271,-2.11621,21.9353,
TD2756,0.060081,43.3018,4.28571,0.297619,0.273342,0.600541,1.12319,0.436536,-2.04926,21.4763,
TD2757,0.059995,42.4741,4.28571,0.297619,0.268118,0.600478,1.12748,0.441996,-1.99283,21.0839,
TD2758,0.060123,41.11,4.28571,0.297619,0.259507,0.600462,1.13433,0.450668,-1.90159,20.4355,
TD2759,0.059945,40.1304,4.28571,0.297619,0.253323,0.600451,1.13919,0.457236,-1.83672,19.9689,
TD2760,0.06002,39.1965,4.28571,0.297619,0.247428,0.600441,1.14362,0.463253,-1.77584,19.5228,
TD2761,0.06012,38.3234,4.28571,0.297619,0.241916,0.600479,1.14771,0.468982,-1.71976,19.1051,
TD2762,0.059981,37.4883,4.28571,0.297619,0.236645,0.600515,1.15152,0.474227,-1.66682,18.705,
TD2763,0.060106,36.7057,4.28571,0.297619,0.231705,0.600367,1.15509,0.479468,-1.61757,18.3294,
TD2764,0.060093,35.611,4.28571,0.297619,0.224794,0.60049,1.16,0.486535,-1.54974,17.803,
TD2765,0.060017,34.9192,4.28571,0.297619,0.220428,0.600393,1.16305,0.491052,-1.50764,17.4699,
TD2766,0.05997,34.2686,4.28571,0.297619,0.21632,0.600557,1.16586,0.495181,-1.46841,17.1563,
TD2767,0.059937,33.6488,4.28571,0.297619,0.212408,0.600631,1.16857,0.499264,-1.43134,16.8572,
TD2768,0.060016,32.7735,4.28571,0.297619,0.206882,0.600574,1.17233,0.504916,-1.37956,16.4345,
TD2769,0.060008,32.2191,4.28571,0.297619,0.203383,0.600483,1.17467,0.508458,-1.34716,16.1661,
TD2770,0.060128,60.1278,3.91304,0.880435,0.379557,0.450582,0.726957,0.365652,-3.09545,28.599,
TD2771,0.05985,57.0004,3.91304,0.880435,0.359815,0.450303,0.759565,0.379765,-2.97293,27.2294,
TD2772,0.060081,54.3109,3.91304,0.880435,0.342838,0.450441,0.785217,0.392057,-2.85065,26.038,
TD2773,0.060123,51.9987,3.91304,0.880435,0.328242,0.450439,0.805739,0.40299,-2.73546,25.0049,
TD2774,0.059981,49.9844,3.91304,0.880435,0.315526,0.450484,0.822478,0.412684,-2.62949,24.0978,
TD2775,0.059994,48.2364,3.91304,0.880435,0.304492,0.450407,0.836217,0.420862,-2.53392,23.3054,
TD2776,0.059854,46.7153,3.91304,0.880435,0.294891,0.450511,0.847565,0.428321,-2.44876,22.6126,
TD2777,0.059875,45.403,3.91304,0.880435,0.286606,0.450341,0.857043,0.434733,-2.37401,22.0119,
TD2778,0.060044,44.2723,3.91304,0.880435,0.279469,0.45047,0.864957,0.440509,-2.30852,21.4931,
TD2779,0.060081,43.3018,3.91304,0.880435,0.273342,0.450609,0.871565,0.445467,-2.25196,21.046,
TD2780,0.059995,42.4741,3.91304,0.880435,0.268118,0.450491,0.877043,0.449429,-2.20361,20.6639,
TD2781,0.060123,41.11,3.91304,0.880435,0.259507,0.450411,0.885826,0.456321,-2.12333,20.0324,
TD2782,0.059945,40.1304,3.91304,0.880435,0.253323,0.450464,0.891957,0.4615,-2.06521,19.5776,
TD2783,0.06002,39.1965,3.91304,0.880435,0.247428,0.450514,0.897652,0.466193,-2.01004,19.1428,
TD2784,0.06012,38.3234,3.91304,0.880435,0.241916,0.450539,0.90287,0.470659,-1.95808,18.7356,
TD2785,0.059981,37.4883,3.91304,0.880435,0.236645,0.450562,0.907739,0.474695,-1.90839,18.3449,
TD2786,0.060106,36.7057,3.91304,0.880435,0.231705,0.450562,0.912261,0.47878,-1.8619,17.9784,
TD2787,0.060093,35.611,3.91304,0.880435,0.224794,0.450479,0.918435,0.484531,-1.79702,17.4649,
TD2788,0.060017,34.9192,3.91304,0.880435,0.220428,0.450458,0.922217,0.487997,-1.756,17.1395,
TD2789,0.05997,34.2686,3.91304,0.880435,0.21632,0.450418,0.925783,0.49154,-1.7175,16.8332,
TD2790,0.059937,33.6488,3.91304,0.880435,0.212408,0.450473,0.92913,0.494848,-1.68097,16.5409,
